code_name,n,k,code_rate,h,g,expected_min_distance,syndrome_t,chase_inner_t,chase_p,ebn0_db,sigma,message_count,decoder,skipped,skip_reason,bit_errors,total_bits,ber,frame_errors,frame_error_rate,codeword_errors,codeword_error_rate,failure_count,failure_rate,ambiguous_count,ambiguous_rate,total_time_sec,avg_time_ms
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,0.0,1.0,20000,hard_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,0.0,1.0,20000,soft_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,0.0,1.0,20000,chase,False,,506121,640000,0.7908140625,16229,0.81145,16229,0.81145,15445,0.77225,0,0.0,243.48525359999985,12.174262679999991
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,0.5,0.9440608762859234,20000,syndrome,False,,616985,640000,0.9640390625,19290,0.9645,19290,0.9645,19274,0.9637,0,0.0,1.3483163000018976,0.06741581500009489
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,0.5,0.9440608762859234,20000,hard_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,0.5,0.9440608762859234,20000,soft_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,0.5,0.9440608762859234,20000,chase,False,,441052,640000,0.68914375,14205,0.71025,14205,0.71025,13410,0.6705,0,0.0,282.0562167999997,14.102810839999982
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,1.0,0.8912509381337456,20000,syndrome,False,,597863,640000,0.9341609375,18697,0.93485,18697,0.93485,18673,0.93365,0,0.0,1.8723737000000256,0.09361868500000127
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,1.0,0.8912509381337456,20000,hard_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
wavelet_64_32,64,32,0.5,1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1,,,4,4,8,1.0,0.8912509381337456,20000,soft_mld,True,Пропущено: k = 32 больше max_k_for_mld = 16,,,,,,,,,,,,,
